GeneName	0h-1	0h-2	3h-1	3h-2	6h-1	6h-2
CG14662	3	12	9	7	13	10
plh	89	104	178	148	167	186
corto	189	156	290	244	312	307
CG43131	0	0	0	0	1	0
CG12007	74	75	105	113	128	171
CG12589	4	4	4	12	11	8
dpr16	12	7	11	11	10	9
CG12590	0	1	4	0	3	2
cno	241	256	370	361	484	499
Prosbeta2R2	15	10	12	29	23	34
CG1116	38	43	58	67	102	109
Sccpdh1	305	247	466	429	533	584
CG14664	0	0	0	0	1	0
Vps37B	64	66	116	101	136	135
Kat60	107	120	188	178	234	247
Mms19	78	99	116	147	176	197
rtp	99	113	152	150	220	249
CG12163	1067	1050	1702	1574	2017	2234
CG33293	52	45	59	60	89	97
CG1113	1	0	1	2	3	1
CG12173	55	71	106	91	113	143
Hph	180	174	244	273	357	366
Tim17a2	13	13	19	23	20	32
mtd	573	565	913	786	1016	1254
CG31538	335	378	536	493	712	746
Tim17b1	10	12	22	24	34	36
CG11999	89	78	137	129	182	188
CG1161	115	128	169	143	230	222
Prosbeta7	410	416	601	553	724	792
Cerk	254	239	376	336	398	477
CG34277	59	68	102	97	138	132
CG31542	59	68	102	97	138	132
RpII18	55	56	110	82	93	103
hd	25	23	26	41	50	56
CG14667	27	16	30	27	27	32
7B2	67	71	128	109	154	140
kkv	76	81	129	120	147	163
CG14668	19	21	37	31	47	43
CG1172	92	69	125	123	134	155
Or83a	0	0	0	0	0	0
CG2663	51	33	74	59	89	119
Orco	7	1	6	7	6	9
CG14669	16	11	21	28	22	38
CG12147	22	23	46	31	40	36
PEK	177	196	297	271	325	391
RpL35A	1191	1161	1856	1625	2163	2363
POLDIP2	174	187	308	267	347	379
mRpL44	76	74	95	111	123	143
Snr1	67	60	86	91	113	122
CG45100	49	25	54	55	78	78
HDAC3	49	25	54	55	78	78
Hcs	51	58	88	70	89	137
ksr	87	89	130	123	147	187
CG31550	116	123	176	160	208	239
NKCC	195	184	269	280	368	384
Nmdar1	24	12	34	25	42	32
Itpr	243	248	369	365	496	489
CG43845	16	19	24	18	20	32
CG2519	178	171	292	264	309	384
mia	7	9	13	9	15	15
Pcmt	113	109	188	166	203	248
Snm1	37	29	49	32	57	52
Pi4KIIalpha	133	140	228	189	284	322
CG14671	45	32	58	46	58	73
CG12746	117	121	242	197	261	240
CG2931	39	29	44	38	50	64
Rheb	168	185	263	247	312	363
CRMP	136	124	242	207	227	263
CG2926	223	228	382	312	378	433
Rev7	18	17	26	16	34	33
noi	56	62	94	97	135	117
Vha26	1011	1047	1649	1413	1911	2149
kra	1042	1068	1561	1430	1842	2146
SecS	44	59	88	72	124	105
asl	52	60	111	64	108	99
Rga	172	205	264	262	353	402
Atu	69	71	117	92	141	143
Spec2	35	23	30	37	47	39
CG2911	9	14	23	14	34	29
RpL13A	1279	1295	1885	1742	2191	2490
CG31551	3	2	2	11	4	16
CG31549	73	77	99	121	130	166
CG12171	178	184	261	242	321	372
CG31546	44	37	57	58	88	75
CG31548	180	227	286	257	354	375
CG12170	89	103	144	128	163	197
MTA1-like	154	182	245	234	291	362
Sec23	370	386	635	530	715	791
elm	226	258	414	328	440	508
MED27	19	20	24	16	33	28
CG2182	175	208	356	303	375	401
Wdr33	95	78	154	139	161	211
Xe7	146	126	216	179	247	282
Atg17	248	239	387	324	444	496
Rab23	37	33	47	47	51	56
plx	145	164	244	212	272	304
CG2104	16	14	24	19	25	21
cas	0	0	1	2	1	0
CG1239	17	16	28	20	25	35
CG2100	57	44	88	82	114	118
CG1236	66	77	121	90	121	137
Sym	62	41	83	67	93	101
Madm	104	91	179	156	198	250
CG2091	37	22	62	47	50	74
Sec8	146	160	284	213	322	321
CG2082	124	108	193	165	227	251
jagn	121	138	171	185	222	278
kat-60L1	62	49	65	84	89	117
Hat1	73	80	109	99	109	164
Rpn5	359	331	571	484	605	703
CG1218	47	43	64	60	76	92
PSMG1	94	97	162	176	223	218
CG10979	66	70	116	118	141	182
CG11000	33	25	34	42	52	54
CG42675	102	105	116	127	128	187
Hpr1	49	51	79	81	97	110
CG46303	0	0	0	0	0	0
Sec20	18	25	42	25	44	46
dgrn	20	23	43	36	52	59
glob3	9	6	16	17	20	30
CG1208	160	162	247	222	311	315
CG1213	1016	1041	1599	1467	1890	2099
CG14676	27	22	22	29	29	43
disp	60	51	82	80	83	106
CG34287	14	12	29	16	28	29
ECSIT	24	36	34	43	48	53
CG2017	163	162	247	218	292	341
side-III	26	19	27	25	30	35
CG11373	7	10	18	16	24	30
Obp83a	9	12	22	17	12	23
Obp83b	17	6	25	18	18	14
Rm62	899	843	1354	1185	1628	1753
CG10280	0	0	0	0	0	0
CG11459	62	72	101	90	107	108
CG15580	19	26	37	36	52	39
Or83c	0	0	0	0	0	0
Gasp	184	161	253	232	300	358
Obp83cd	14	8	22	19	28	25
Obp83ef	24	16	34	25	35	41
Obp83g	12	20	21	18	22	40
Vha14-2	11	10	10	12	13	19
CG31559	0	1	4	1	0	0
CG1077	74	69	103	105	126	131
Osi1	0	0	0	0	0	0
NPFR	13	9	18	12	16	19
Osi24	1	4	10	2	13	12
Osi2	5	5	7	3	6	7
Osi3	0	0	0	0	0	0
Osi4	0	0	0	0	0	1
Osi5	0	0	3	1	0	0
Osi6	2	0	1	4	2	2
Osi7	0	0	0	0	0	0
Osi8	0	1	3	0	1	1
Osi9	0	0	2	1	2	0
Osi10a	0	0	0	0	0	0
Osi10b	0	0	0	0	0	0
Osi11	0	0	0	0	0	0
Osi12	0	1	3	1	2	4
CG15597	3	1	5	0	5	6
CG15594	0	0	0	0	0	0
Osi13	3	3	7	1	5	2
Osi14	0	0	0	0	0	0
Osi15	1	0	2	2	2	4
CG46396	0	0	0	0	0	0
Osi16	0	0	0	0	0	0
CG46026	0	0	0	0	0	0
CG31560	0	0	0	0	0	0
Osi17	1	1	1	2	3	5
Osi18	0	0	0	0	0	0
Osi19	0	0	0	0	1	0
Osi20	0	0	0	0	0	0
CG17917	6	4	14	12	10	11
CG10298	20	12	21	25	20	38
CG17919	111	138	204	199	233	254
SmD2	83	80	162	128	192	195
CG18048	11	13	27	21	26	20
Hr83	0	0	0	0	1	0
Pak	205	163	281	253	298	363
CG42724	133	132	193	209	281	312
CG10286	71	70	108	111	142	125
CRAT	126	104	178	146	206	232
CG42564	187	222	329	292	381	414
CG1024	23	18	29	25	39	42
CG42537	0	0	0	0	0	1
TfIIFalpha	118	114	171	146	173	237
gzl	271	302	406	341	499	599
Dmtn	225	230	344	318	429	472
gpp	269	250	389	354	448	516
CG9727	135	159	186	199	240	284
Zif	53	61	63	69	117	119
Neurochondrin	165	167	233	196	263	298
CG15186	25	26	43	47	45	57
CG15185	2	0	7	3	7	8
dpr11	13	16	21	21	29	41
Pif2	34	45	63	73	75	74
CG1137	41	43	74	58	73	95
CG2336	22	21	27	34	44	45
CG1138	13	15	24	15	21	29
CG31482	20	27	23	26	40	36
glob2	22	25	39	38	36	45
sowi	48	54	78	76	82	129
CG15177	33	28	53	38	46	64
sunz	14	24	24	20	35	23
CG31286	33	27	49	51	77	79
Ass	69	80	108	100	108	148
Taf1	177	167	262	229	286	338
CG1307	60	63	92	106	109	127
twr	167	188	323	275	397	415
agt	18	22	37	43	40	47
lab	2	3	14	12	8	13
Edg84A	0	0	0	0	0	0
Ccp84Ag	1	0	2	5	1	1
Ccp84Af	0	0	0	0	0	0
Ccp84Ae	1	2	3	4	0	2
Ccp84Ad	1	1	3	5	6	10
Ccp84Ac	0	0	0	0	0	0
Ccp84Ab	8	6	12	17	21	23
Ccp84Aa	1	3	3	6	7	8
pb	2	1	2	7	6	5
zen2	0	0	0	0	0	0
CG34297	0	0	0	0	0	0
zen	0	0	1	0	0	1
bcd	21	16	48	45	37	58
Ama	0	4	0	3	4	6
Dfd	4	6	13	8	8	16
Scr	5	8	18	17	20	22
ftz	0	0	0	0	0	0
Antp	22	14	34	30	33	34
CG46458	18	10	23	24	29	27
Sodh-1	1343	1425	2254	2030	2607	2791
CG1979	237	231	354	282	394	429
dj	170	155	290	219	310	379
djl	84	102	142	111	131	172
Mst84B	91	129	165	152	211	263
CG1105	56	68	106	100	136	164
CG1965	73	84	118	106	143	147
Ufl1	112	94	149	149	195	239
CG1943	274	245	420	390	478	553
Ref1	171	169	305	251	314	418
Dpck	24	35	56	47	53	74
Tailor	94	74	129	123	171	192
alphaTub84B	2525	2469	3876	3586	4577	4854
e(y)2b	8	7	11	9	20	28
Alh	75	73	134	105	140	173
Mlp84B	418	393	673	534	738	846
CG10098	29	50	61	86	93	96
CG10068	46	47	81	66	71	100
CG31248	78	83	126	105	158	187
CG31493	23	24	30	37	45	44
Fer1	2	8	7	7	11	11
CG14610	0	0	0	0	1	0
CG2656	34	27	47	45	54	64
gfzf	65	74	112	107	131	157
Sas-4	25	24	32	44	38	54
MAGE	14	19	25	21	32	32
sas	96	106	148	143	167	197
CG10055	115	108	156	157	172	228
lap	193	204	355	305	353	465
CG14609	57	62	85	79	97	139
CG1288	137	139	188	212	286	300
CG14606	24	29	52	40	51	50
CG14605	26	33	23	26	32	35
thw	6	6	7	4	8	12
CG14607	5	3	8	8	8	15
CG1234	44	54	75	86	113	106
CG10053	22	18	36	34	25	34
CG1227	22	24	41	37	47	59
CG10050	6	8	13	8	18	10
Obp84a	3	2	0	1	0	2
Gld	77	95	182	164	189	207
Syt4	90	94	117	139	184	172
rn	15	9	11	15	15	26
RacGAP84C	11	5	9	9	9	19
CG42544	0	0	0	0	0	0
CG10029	50	56	74	73	104	96
CG44335	0	1	1	5	4	6
CG31496	57	54	90	80	111	137
nxf4	13	9	14	12	21	26
CG43290	8	5	15	11	13	25
CG17944	19	23	30	26	36	41
Mst84Dd	46	47	98	79	106	126
Mst84Dc	81	97	137	103	150	179
Mst84Db	147	132	240	205	306	295
Mst84Da	202	196	302	254	340	348
MstProx	0	0	0	1	1	1
CG42650	32	28	38	31	55	66
Ir84a	0	0	0	0	0	0
wa-cup	31	25	59	48	75	71
CG14598	3	2	2	2	5	3
CG1142	24	25	38	54	45	55
alpha-Est10	44	60	89	61	97	118
CG42656	27	21	41	42	37	36
alpha-Est9	102	117	161	160	215	224
Mics1	67	61	93	92	128	126
alpha-Est8	184	172	295	247	349	379
Ubc84D	19	25	43	41	58	56
alpha-Est7	486	493	758	700	903	984
alpha-Est6	20	24	29	28	36	60
Rtnl2	16	16	23	22	27	26
alphaTub84D	348	337	561	552	658	770
alpha-Est5	95	97	157	141	165	172
alpha-Est4	12	4	15	12	12	12
alpha-Est3	141	158	216	199	288	281
alpha-Est2	44	39	67	62	80	82
alpha-Est1	123	132	239	203	262	280
CG45545	0	0	0	0	0	0
Nlg3	13	21	31	23	26	37
Nlg1	32	28	42	38	53	55
CG2616	23	23	47	34	46	59
CG43254	20	25	43	38	40	33
pyd3	98	91	153	135	169	178
CG10919	18	15	39	32	52	54
Sp7	186	172	274	252	336	335
CG11286	12	8	19	9	21	25
CG18747	60	72	91	88	109	123
CG18745	57	53	87	77	86	99
CG18748	21	26	47	34	48	60
CG18746	3	2	4	8	5	6
CG10086	70	66	89	109	127	139
CG2641	10	7	19	15	22	29
CG18744	9	2	12	8	14	17
CG3014	28	26	32	32	47	56
CG18268	19	19	37	21	30	31
CG2993	22	32	46	43	66	48
sgll	145	126	224	180	220	295
CG31473	50	38	54	52	84	81
CG34384	29	24	35	41	53	53
CG17816	78	82	115	99	116	129
ArgRS-m	35	27	39	39	57	62
mRpS9	134	115	227	184	304	297
wtrw	167	112	195	204	249	312
EMC1	355	343	528	509	614	705
Taf7	41	35	55	46	60	62
Prat	65	40	88	78	98	105
CG2846	78	83	133	122	139	177
CG2678	16	10	20	19	22	26
CG10445	9	12	20	21	14	27
lds	94	87	145	122	176	194
dsx	76	86	123	121	156	203
CD98hc	818	850	1375	1228	1628	1730
Os-C	8	8	9	8	11	11
Sfp84E	18	18	29	35	36	33
ELOVL	283	296	485	436	564	600
PIG-H	24	13	26	23	25	28
Kmn2	1	2	5	5	9	8
CG2698	145	129	220	198	290	305
CG2767	218	228	338	315	403	432
CG11052	7	9	14	7	20	15
CG3223	64	54	106	110	129	124
CG10435	56	57	78	77	98	121
Pbp95	18	12	20	20	27	11
CG2747	269	265	414	412	491	546
ImpE3	3	3	2	3	4	2
CG10903	28	24	36	36	54	66
CG11035	39	40	51	63	74	72
unc-45	91	95	146	120	151	211
CG43060	0	0	0	1	0	0
CG43618	0	0	0	0	0	0
CG43061	22	17	12	16	23	31
mAChR-B	6	5	9	10	8	10
CG7910	703	787	1170	1031	1353	1458
CG7900	90	99	154	135	161	193
puc	204	179	272	260	311	408
CG7878	124	108	217	163	223	255
CG9667	23	28	51	31	43	37
Arl8	97	110	154	116	190	207
grn	9	6	6	5	5	8
CheA84a	4	2	6	4	3	12
CG7800	28	22	37	39	45	62
CG18249	63	60	97	100	140	127
DNApol-iota	35	50	62	61	81	92
Ada2b	64	91	129	129	175	198
CG9636	71	64	83	92	129	121
CG33722	142	142	215	198	240	272
CG18749	142	142	215	198	240	272
CG15864	23	12	27	24	18	45
mtg	14	19	15	13	34	34
RpA-70	175	186	322	276	379	410
Mcm2	88	65	128	108	132	167
CG9630	18	32	39	33	54	53
ato	0	0	0	2	0	0
Nazo	117	102	202	147	214	254
CG11672	85	92	188	131	159	233
CG31464	0	0	0	0	0	0
CG31463	10	15	33	18	25	36
CG9626	33	61	59	63	71	102
mRpL1	79	81	127	79	108	124
nac	14	11	27	22	33	22
Sgt1	98	101	153	137	186	194
tex	19	20	31	36	35	42
CG11693	0	2	0	0	1	0
CG11694	7	12	16	11	16	19
CG11698	7	3	9	9	7	12
CG7483	93	95	196	168	181	212
Coq2	17	24	53	40	53	46
Ctr1B	184	163	237	225	301	385
Poxm	5	5	11	14	16	20
Or85a	0	0	0	0	0	0
CG7443	29	20	35	27	37	43
COX7A	363	340	590	492	653	761
Arl2	26	20	35	32	24	48
CG9601	33	33	44	41	53	63
COX7AL	30	29	54	35	54	63
DppIII	480	512	808	770	956	1061
CG7352	16	15	12	28	25	19
Atg13	180	171	289	232	314	354
stck	184	173	293	241	319	379
CG9684	64	48	83	63	100	123
CG7963	0	0	0	0	0	0
CG45263	24	34	40	49	57	78
Obp85a	0	0	0	0	0	0
Or85b	1	0	0	0	0	1
Or85c	0	0	0	0	1	0
CG11737	101	97	163	138	173	205
CG31454	4	4	5	2	4	5
CG31259	21	20	22	30	30	41
CG11741	18	12	32	19	29	33
Or85d	0	0	0	0	0	0
pch2	41	42	49	63	77	77
mRpS18A	28	45	62	49	67	83
CG31460	17	12	18	17	18	30
Cenp-C	52	58	80	86	94	97
5-HT2B	6	6	3	9	6	13
Or85e	0	1	0	0	0	0
Cyp313b1	5	6	13	11	21	17
Mkk4	130	145	261	190	255	304
SLIRP2	11	9	26	21	27	13
Dhod	128	125	215	186	242	285
CG11753	22	28	34	30	43	49
CG42489	6	3	2	3	3	6
bel	614	673	1002	900	1216	1406
p	109	96	138	135	166	188
CG8032	56	62	68	65	83	99
CG8036	3137	3067	4719	4500	5766	6237
mRpL19	39	41	74	78	85	94
CG9773	28	35	51	51	64	64
CG8043	114	102	155	149	212	236
CG11755	10	4	17	17	15	12
CG33325	8	5	10	9	10	9
CG44227	1	5	6	6	2	4
hb	32	24	60	48	57	54
Cks85A	22	21	43	34	52	71
CG8112	188	178	256	252	379	377
TMEM216	119	110	177	153	227	262
CG11760	77	52	110	69	124	147
CG8136	125	154	255	238	311	317
nom	20	15	29	21	22	34
ouib	0	1	2	1	4	0
CG8159	9	6	12	9	18	9
ranshi	7	8	10	12	18	15
M1BP	41	42	71	59	91	80
CG8202	31	21	46	40	41	68
CG9801	96	94	152	155	154	213
CG8223	165	168	254	261	297	317
CG11768	11	13	8	18	20	21
CG34135	11	13	8	18	20	21
CG8236	21	27	30	19	45	48
CG13318	2	1	10	6	10	12
CG34301	5	2	7	6	3	10
Pif1A	1725	1678	2569	2307	3058	3434
Pif1B	1725	1678	2569	2307	3058	3434
CG33191	51	52	93	88	99	122
CG33189	35	40	46	51	65	54
Ir85a	0	0	2	0	4	1
CCT7	392	346	552	446	668	712
CG9839	13	15	11	27	19	28
hng2	18	14	34	27	37	52
CG9837	39	55	54	56	82	87
aqz	802	768	1145	1093	1291	1557
CG8369	89	102	124	121	167	192
IscU	615	691	1091	869	1199	1282
CG8379	97	91	157	129	168	189
pyd	302	301	438	452	580	644
osk	287	300	455	430	490	555
ScsbetaA	1542	1539	2421	2112	2824	3066
CG11964	58	57	106	83	130	126
ich	0	0	0	0	0	0
CAHbeta	47	42	76	59	104	97
RagA-B	57	59	109	85	120	139
CG11970	83	67	97	88	134	138
E(var)3-9	47	54	75	77	98	119
CG11975	73	60	106	91	112	162
CG31100	47	57	77	79	107	108
CG11977	12	10	8	11	11	18
CG11980	92	97	132	136	159	152
Prosbeta3	302	264	413	424	485	529
Iru	134	143	198	192	262	283
CG11983	31	15	36	30	27	38
Kcmf1	363	366	556	474	691	762
Sf3b5	22	23	37	52	44	61
CG11986	20	22	40	35	43	47
tgo	84	85	115	106	150	161
neur	51	49	78	86	97	110
hyx	82	64	123	104	165	180
Nmdmc	190	182	320	297	346	405
Rel	365	365	607	578	670	800
Mst85C	18	35	39	37	52	69
Kdm2	94	116	154	148	185	248
beag	46	59	65	55	81	88
Ada	15	9	14	14	13	21
pum	222	210	358	317	403	477
CG11997	0	0	0	0	1	0
D1	265	237	378	345	419	501
Vps15	64	56	107	114	96	151
CG8420	66	81	130	94	158	146
St2	0	0	0	0	0	0
CG16734	11	9	14	16	21	24
CG16736	7	8	6	8	9	11
Ibf2	21	29	19	28	39	36
Ibf1	22	12	23	24	33	30
ATP6AP2	626	601	919	837	1132	1239
sage	12	14	15	13	22	12
TrpRS	101	66	107	111	177	156
Vps16A	66	62	129	82	138	155
CG8861	18	21	20	16	35	41
HP1e	0	0	0	4	0	1
CG12951	0	0	0	0	0	2
CG16749	97	109	166	153	191	224
Aduk	25	21	49	37	67	60
pasi2	35	42	55	49	65	81
CG45050	1233	1204	1962	1719	2238	2488
CG43675	463	474	752	690	886	935
CG18473	28	41	64	73	65	86
Srr	82	79	129	109	125	156
FER	210	199	347	297	423	451
Or85f	0	0	0	0	0	0
CG34117	55	63	80	83	96	104
RpL34b	1465	1544	2243	2216	2669	2899
CG8132	60	61	84	73	98	106
CG9356	47	50	60	71	86	105
CG8135	72	71	126	109	146	179
BBIP1	72	71	126	109	146	179
CG44261	1	1	2	0	1	5
betaTub85D	341	376	568	566	708	779
Task7	3	6	8	15	13	7
alpha-Man-IIa	116	111	169	163	247	242
ps	790	790	1154	1109	1396	1625
GstZ1	10	12	13	8	15	20
GstZ2	75	71	96	78	128	113
CG16779	39	36	63	57	81	77
phu	221	212	398	364	425	475
RhoL	139	124	217	194	256	286
CG8149	73	79	127	108	155	147
rump	180	182	289	284	395	404
Ras85D	146	171	227	240	314	364
Rlb1	27	26	40	41	42	54
mRpL47	77	60	100	88	116	160
JHDM2	17	14	23	23	30	47
CG8176	168	206	298	225	333	409
by	221	239	383	302	420	489
mura	180	168	283	267	338	402
RnpS1	66	66	83	88	117	140
CG9386	13	15	15	18	34	41
CG8199	91	107	161	163	150	187
AP-1mu	137	124	180	176	231	250
MBD-like	30	27	51	48	42	59
CG9393	89	87	111	102	127	177
Vps45	31	32	56	39	59	60
CG16789	3	7	4	3	11	8
CG16790	13	25	36	33	29	36
CG9396	115	114	192	177	237	247
CG9399	433	403	684	620	784	930
Kap-alpha3	608	541	951	836	1052	1106
Son	55	57	108	100	116	165
CG8301	22	35	42	34	63	66
CG33654	0	0	0	0	0	0
P58IPK	220	247	400	378	467	495
bocks	56	60	84	86	98	110
CG8312	165	155	212	202	271	317
CG9427	37	42	60	46	49	77
CG8319	25	27	23	34	34	34
Calr	1717	1735	2732	2446	3078	3464
SpdS	97	104	160	154	206	211
Scm	116	108	190	163	218	235
Dh44	11	16	33	22	39	35
Fst	118	109	171	165	236	205
CG9492	10	19	24	13	17	31
Nepl12	84	94	153	115	150	182
p23	410	435	680	573	800	897
nmdyn-D7	49	56	86	63	85	110
CG9444	21	10	15	25	24	21
eca	85	86	149	115	160	154
CG18542	0	0	0	0	0	0
Unc-115b	0	0	0	0	0	0
p24-2	0	0	0	0	0	0
CG32939	0	0	0	0	0	0
Unc-115a	72	96	103	106	155	156
trbd	162	193	310	291	292	353
dmt	66	75	101	100	120	143
hyd	386	370	612	547	673	773
FoxP	18	15	14	11	33	30
alphaTub85E	26	31	42	43	49	56
side-VII	14	23	30	36	36	37
Pnn	30	28	52	35	49	55
CG34409	5	1	4	3	10	7
CG31415	40	38	62	47	76	64
CG12948	39	46	59	53	82	81
PpD3	131	135	210	182	227	266
CG16908	18	23	44	36	43	44
Rpt3R	18	27	39	36	40	57
CG8412	57	52	96	85	74	119
Mpi	302	293	504	449	621	599
Snap24	82	90	132	124	184	205
CG8478	52	55	78	66	79	98
MED6	36	32	58	38	64	68
Naa80	78	82	129	143	151	180
CG9471	91	95	155	116	187	206
Whamy	54	56	93	84	101	138
topi	15	19	45	28	36	43
RpS29	1137	1217	1780	1626	2006	2259
CG12947	10	8	10	20	23	7
MtnA	774	816	1138	970	1276	1371
CG8500	36	31	53	49	48	81
CG12945	90	104	152	142	197	237
CG8507	161	157	243	221	287	345
CG8516	101	98	155	136	181	195
CG9467	152	144	247	239	293	326
CG8526	151	140	195	193	247	260
FBXO11	130	125	200	201	230	293
CG8534	46	55	90	98	97	108
eloF	15	18	36	30	28	29
CG16904	587	591	897	856	1116	1231
CG9459	46	66	62	59	79	107
CG9458	159	143	247	235	287	317
CG42857	3	2	2	5	1	3
CG34302	1	0	2	2	1	2
Teh1	13	13	17	11	20	24
CG46467	128	136	212	190	268	290
Glut4EF	241	263	405	366	479	546
Art4	61	62	79	86	90	129
Gr85a	0	0	0	0	0	0
Spn85F	0	1	1	2	2	0
CG5359	11	15	34	26	33	41
Mical	555	544	846	740	1004	1083
CG31407	28	44	54	51	58	64
CG3909	65	75	99	102	128	118
CG11722	37	34	59	41	66	66
mtTFB2	19	21	28	28	32	38
CG12811	64	65	91	72	91	137
ohgt	80	93	133	124	167	181
Fancl	13	12	23	14	33	31
Npc2e	44	40	71	66	93	96
Npc2d	15	13	25	24	28	22
Npc2c	1	2	1	3	2	1
CG33630	0	1	0	0	0	0
CG33631	0	0	0	0	0	0
CG33783	0	0	0	0	0	0
CG33784	0	0	1	0	0	0
nerfin-2	0	0	1	0	0	0
Alp13	8	2	5	7	11	16
Fmr1	232	222	328	339	440	498
CAH7	102	96	191	154	187	197
gammaSnap2	7	5	7	3	7	9
ATPsynepsilonL	4	3	3	9	6	8
knk	35	34	51	42	71	54
tws	229	245	381	333	460	532
TAF1B	22	23	45	32	34	53
CG42759	14	8	17	14	25	20
Invadolysin	167	155	221	203	251	295
CG34303	0	0	0	0	0	0
CG6254	22	18	27	23	35	30
Best1	112	90	149	145	206	221
CG12814	129	101	172	137	206	207
Syn	104	91	131	149	185	188
Timp	236	257	380	305	406	527
CG12420	0	0	0	0	0	0
CG12817	3	14	12	11	10	15
CG34107	29	39	71	46	68	83
CG42795	103	96	154	141	189	218
CG3999	176	152	241	230	312	345
Sirt6	2	6	11	9	14	14
pont	84	80	149	135	154	178
Nuak1	153	153	233	236	283	327
CG6293	162	170	263	255	330	343
Bruce	531	495	743	711	881	1053
CG12818	15	10	27	15	26	18
sle	204	195	362	338	423	409
CG12592	0	0	1	1	3	3
CG18545	4	1	1	3	3	2
CG31406	21	25	31	28	47	56
jumu	50	59	90	82	104	106
Rfx	30	46	58	48	66	63
cwo	197	226	334	307	380	435
mthl11	0	0	1	0	0	0
CG6325	41	37	77	42	64	76
Irp-1B	805	810	1167	1118	1404	1526
Rrp46	17	15	16	15	22	19
CG6345	21	21	25	25	17	29
CG46270	0	0	0	0	0	0
Cyp12e1	57	55	99	71	91	102
hth	83	105	150	147	174	210
CG6465	68	52	99	115	128	142
CG14688	129	149	211	168	234	258
Skeletor	94	75	109	119	159	160
pug	1316	1411	2196	2053	2560	2778
CG14683	108	132	184	161	211	242
CG46459	108	132	184	161	211	242
CG31391	33	20	42	37	54	61
CG31467	12	7	13	17	25	28
CG14684	3	4	7	5	8	6
CG31278	6	3	10	11	9	15
CG31373	135	135	219	204	260	277
CG14689	33	31	49	42	61	65
CG4073	20	16	16	28	39	37
tomboy20	34	42	59	42	95	67
TkR86C	0	3	3	0	3	3
CG14691	6	6	15	15	14	14
CG31272	91	90	131	104	152	172
MED7	17	30	49	19	37	54
Cap-H2	26	34	50	47	36	48
TfIIFbeta	49	44	71	76	96	100
CG45076	341	358	486	434	616	659
fau	703	751	1181	1053	1315	1502
CG45078	524	504	835	738	945	1096
Desi	3	2	3	1	7	5
CG42633	1	1	3	2	2	3
mRpL37	39	68	80	68	112	101
Rbp1	55	63	104	96	134	115
Art1	106	115	205	158	236	274
Mcm5	71	71	106	101	128	164
CG14687	118	110	180	195	229	219
CG14692	4	1	6	3	6	10
CG14693	11	10	8	8	13	12
TTLL15	16	8	29	29	38	30
Cad86C	38	34	39	45	59	84
CG42394	34	31	45	34	58	65
CG4565	3	1	3	3	1	1
CG6567	53	47	88	67	86	87
CG4511	112	117	172	170	213	268
CG4570	1	0	2	0	0	1
CG14694	28	25	46	40	51	70
CG6574	45	45	70	79	66	88
SelR	55	63	86	92	94	103
Tsp86D	44	37	73	54	92	134
Fdh	225	225	362	335	434	460
CG4596	6	6	8	8	8	10
Sodh-2	96	98	161	149	210	228
CG14695	7	7	9	11	14	13
Tpc1	60	47	91	71	140	127
CG14696	31	42	64	58	75	70
Leash	27	28	42	31	53	51
Adk3	100	121	172	150	226	217
CG6621	48	49	69	79	76	111
Tengl4	14	17	22	23	33	34
side-VI	20	27	32	30	44	50
CG43449	8	8	15	12	9	9
CG6629	28	25	39	40	42	39
Ugt35C1	201	198	293	294	317	393
mAcon2	54	57	92	87	118	111
CheA86a	2	1	1	2	1	1
Ugt302K1	2	1	6	3	7	8
Ugt302E1	14	17	34	22	34	31
Ugt302C1	191	178	277	266	324	368
CG4757	179	175	291	233	325	353
Ugt35E1	0	1	0	0	0	0
Ugt35E2	0	0	3	2	4	4
Ugt35B1	170	182	246	252	306	357
Ugt35A1	60	60	88	76	124	127
Ugt304A1	22	18	20	21	32	24
Ugt303A1	28	26	42	51	63	53
CG18577	10	6	20	16	13	11
cu	215	242	315	324	437	445
SdhC	505	511	794	731	958	1006
Tctp	1404	1517	2229	2090	2683	2911
ZnT86D	97	86	133	144	176	210
RpS25	1659	1737	2533	2360	2926	3312
CG4820	13	9	20	17	28	27
CG6689	42	35	61	54	76	81
CG6693	47	57	85	86	113	123
RpL3	3151	3096	4922	4531	5640	6061
scpr-C	259	242	398	365	483	497
CG17726	36	31	72	46	69	69
GCC88	85	87	125	105	139	179
CG17187	18	19	25	18	41	29
CG14701	9	7	15	15	14	16
Arfip	44	40	78	93	99	122
CG17721	12	21	31	13	27	22
CG31441	4	2	23	17	10	17
CG31388	5	8	16	9	15	17
scpr-B	54	37	67	55	68	88
scpr-A	135	135	203	193	259	257
CG17734	101	97	149	149	243	198
CG5214	651	632	1035	994	1178	1362
pros	138	142	213	202	254	282
KP78a	25	27	30	18	26	26
KP78b	25	27	30	18	26	26
mRpL40	41	36	55	57	92	78
mgr	98	97	151	130	184	173
Irbp	44	56	63	57	95	96
Ranbp9	124	127	176	157	221	251
CG6723	38	41	54	52	71	78
CG45676	0	0	0	0	0	1
ninaG	13	12	15	16	29	18
CG5270	101	105	153	161	207	199
Dtd	6	7	3	8	12	13
RpL24-like	263	252	381	330	437	484
CG5276	75	73	91	111	129	163
Exd2	69	60	107	105	124	143
CG5281	11	20	28	26	37	34
sals	179	176	251	232	300	338
PGRP-LB	57	69	90	91	116	136
